GENE;L-O-1;L-O-2;L-O-3;D-O-1;D-O-2;D-O-3;D-A-4;D-A-5;D-A-2
cds2105-hypothetical-protein-WH5701_09965;300;24;901;1348;292;294;1130;2917;1422
cds2106-META-domain-containing-protein;295;37;774;1340;241;246;1363;3010;991
cds2107;253;18;1026;1660;343;341;1558;4651;1311
cds2108;174;136;661;602;117;148;742;1731;534
cds2109-hypothetical-protein;880;151;2194;1802;581;515;2218;6002;1724
cds2110-class-I-SAM-dependent-methyltransferase;270;38;729;990;245;261;861;1736;966
cds2111-helix-turn-helix-domain-containing-protein;513;84;1446;1536;385;380;1633;3469;1561
cds2112-hypothetical-protein;242;58;682;845;176;193;1044;2265;634
cds2113-DoxX-family-protein;240;35;516;723;104;122;507;1090;539
cds2114-solanesyl-diphosphate-synthase;579;129;1627;1478;371;388;1177;2519;1233
cds2115-glutamate-racemase;1142;308;2050;1552;335;309;1817;3703;1215
cds2116-N-acetylmuramoyl-L-alanine-amidase;353;39;965;1508;289;362;1073;2886;1252
cds2117-carbon-nitrogen-hydrolase-family-protein;379;47;1176;1751;462;451;1930;3922;1588
cds2118-2-phosphosulfolactate-phosphatase-family-protein;389;97;1039;1382;427;433;1758;4011;1159
cds2119-UbiD-family-decarboxylase;662;102;1804;2274;660;524;2344;4584;1887
cds211-redoxin-domain-containing-protein;261;42;866;1181;369;379;1647;4095;1211
cds2120-transcriptional-regulator;71;5;320;348;104;131;350;879;399
cds2121-hypothetical-protein;349;45;882;1436;268;324;1406;3295;1268
cds2122-ABC-transporter-ATP-binding-protein;152;15;469;811;136;204;571;1353;599
cds2123-ABC-transporter-ATP-binding-protein;250;23;732;1341;190;203;1221;2522;1030
cds2124-permease-protein-of-branched-chain-amino-acid-ABC-transporter;360;64;1146;1617;393;373;2151;5321;1403
cds2125-branched-chain-amino-acid-ABC-transporter-permease;479;102;1555;2930;669;559;3048;9177;2142
cds2126-branched-chain-amino-acid-ABC-transporter-substrate-binding-protein;487;68;1445;2204;409;449;2193;5393;1704
cds2127-glutamate-1-semialdehyde-2,1-aminomutase;565;129;1679;1976;517;410;2118;5593;1708
cds2128;604;216;1654;1173;340;336;1502;2898;1040
cds2129;483;107;1239;1755;326;332;1677;3497;1444
cds212-FAD-dependent-thymidylate-synthase;525;96;1432;1746;354;380;1696;3987;1082
cds2130-triose-phosphate-isomerase;902;179;1365;1582;196;255;1486;3585;1142
cds2131-RNA-binding-S4-domain-containing-protein;241;73;702;813;318;243;1306;3129;734
cds2132-ABC-transporter-ATP-binding-protein;640;102;1939;2761;588;522;2849;5874;2158
cds2133-hypothetical-protein;164;33;523;1105;180;206;1331;2871;739
cds2134-hypothetical-protein;239;110;548;517;149;122;723;1821;433
cds2135-DUF3386-domain-containing-protein;563;278;1520;1602;367;407;1803;4728;1506
cds2136-carbamoyl-phosphate-synthase-large-subunit;1961;395;5366;7346;1507;1606;6489;14863;5572
cds2137-DUF3318-domain-containing-protein;557;127;1176;1252;325;321;1457;3852;1118
cds2138-ribosome-silencing-factor;246;45;610;707;110;143;692;1642;603
cds2139-DUF1230-family-protein;185;38;681;801;320;263;1215;2768;840
cds213-hypothetical-protein;126;19;382;437;93;95;388;954;424
cds2140-asparaginase;326;83;1579;1876;462;421;2246;5314;1627
cds2141-GMC-family-oxidoreductase;849;108;2391;3390;792;733;3892;8753;3349
cds2142;55;6;139;258;16;43;177;428;107
cds2143-DUF2811-domain-containing-protein;153;40;409;466;66;92;314;664;381
cds2144-sirohydrochlorin-chelatase;772;144;2053;2095;612;543;2264;5326;2103
cds2145-HDIG-domain-containing-protein;948;182;2502;3893;897;841;3948;10190;3014
cds2146-bifunctional-methylenetetrahydrofolate-dehydrogenase/methenyltetrahydrofolate-cyclohydrolase-FolD;456;67;1185;1804;326;338;1660;4492;1424
cds2147-geranylgeranyl-pyrophosphate-synthase;370;72;1186;1649;427;411;1926;4695;1542
cds2148-divergent-PAP2-family-protein;269;38;850;1276;254;254;1274;3378;1024
cds2149-DNA-damage-inducible-protein;494;52;1824;2734;474;539;2778;6578;2362
cds214-dCTP-deaminase;282;49;664;1092;165;178;1008;2236;735
cds215;27;7;122;137;58;43;201;325;215
cds2150-cytochrome-C-biosynthesis-protein;336;46;1133;1179;409;333;1517;3409;1463
cds2151-acylphosphatase;245;123;920;575;245;203;970;2285;559
cds2152-cobyrinate-a,c-diamide-synthase;585;112;2176;2998;720;745;3313;8760;2639
cds2153-glucose-6-phosphate-dehydrogenase;523;134;2042;2225;831;792;2585;9127;2223
cds2154-glucose-6-phosphate-dehydrogenase;717;135;2334;3030;737;680;3401;7567;2142
cds2155-ferredoxin-NADP-reductase;2474;578;3035;2560;522;487;2597;5901;1888
cds2156-hypothetical-protein-WH5701_10215;396;73;927;1138;296;262;1461;3229;934
cds2157-histidine-kinase;488;64;1332;2082;467;501;2494;4923;1974
cds2158;59;6;231;368;57;50;296;461;266
cds2159-hypothetical-protein;199;33;526;914;157;123;688;1623;558
cds216;353;43;996;1159;411;360;2145;5275;1158
cds2160-hypothetical-protein;383;108;1054;1012;392;425;1478;3585;1229
cds2161-aminopeptidase-N;1666;222;3672;5079;999;995;4742;10762;3665
cds2162-hypothetical-protein;698;154;1706;2242;457;502;2030;4961;1828
cds2163-ribose-phosphate-pyrophosphokinase;602;146;1579;1873;320;373;1768;3756;1423
cds2164;223;89;803;897;290;247;1227;3810;875
cds2165;116;38;424;586;135;160;674;1614;563
cds2166-hypothetical-protein;716;175;1998;1914;452;546;1871;4501;1685
cds2167-hypothetical-protein;475;65;1452;2251;430;377;2413;5048;1519
cds2168-4-alpha-glucanotransferase;773;110;1981;2588;575;650;2677;6429;2318
cds2169-helix-turn-helix-domain-containing-protein;445;51;1158;1700;364;453;1542;3610;1507
cds2170-rRNA-pseudouridine-synthase;222;36;851;1160;303;292;994;1689;1004
cds2171-RpoD/SigA-family-RNA-polymerase-sigma-factor;2876;2119;5380;2511;1924;1044;3263;8591;2228
cds2172-hypothetical-protein;162;20;397;527;99;109;410;1008;388
cds2173-alpha-ketoglutarate-dependent-dioxygenase-AlkB;270;25;752;1025;223;196;960;2410;906
cds2174-hypothetical-protein;115;19;542;795;155;177;936;2012;602
cds2175-possible-kinase;545;96;1788;2694;516;569;2780;6318;2011
cds2176-lysine-decarboxylase;680;75;1806;2628;679;673;2968;7819;2576
cds2177-precorrin-6Y-C5,15-methyltransferase-subunit-CbiT;204;26;800;923;224;278;965;2011;824
cds2178-phosphatidate-cytidylyltransferase;479;74;1581;2592;623;604;2883;7138;2327
cds2179-DUF2993-domain-containing-protein;195;30;572;949;219;201;807;1480;816
cds217-global-nitrogen-regulator-NtcA;284;32;888;1271;241;251;1220;3044;935
cds2180-porin-family-protein;692;125;2005;1702;424;384;1611;3706;1512
cds2181-alpha/beta-fold-hydrolase;525;115;1697;1974;573;560;2759;5713;1699
cds2182-iron-containing-alcohol-dehydrogenase-family-protein;1409;362;2912;2195;671;587;2492;6563;2194
cds2183-ATP-dependent-Clp-protease-ATP-binding-subunit;8502;2677;18190;5341;2480;2196;4199;9059;3228
cds2184-GNAT-family-N-acetyltransferase;139;19;368;640;98;143;509;1164;578
cds2185-diaminopimelate-decarboxylase;791;131;1941;2169;654;599;2989;6355;2439
cds2186-TIGR00159-family-protein;652;105;1373;1640;459;404;1819;4757;1665
cds2187-isoprenyl-transferase;615;175;2055;1865;723;658;2119;4693;1378
cds2188-biotin-synthase-BioB;592;156;1836;2646;743;751;3089;7246;2086
cds2189-rhodanese-related-sulfurtransferase;1038;447;2083;2449;525;598;2200;5918;1815
cds218-DUF3084-domain-containing-protein;455;37;1208;1919;368;394;1405;3708;1288
cds2190;445;48;1793;2493;583;564;2690;6757;2344
cds2191-hypothetical-protein;236;42;911;1366;470;407;2094;5381;1073
cds2192;106;1;300;493;64;110;398;1024;310
cds2193;120;19;525;809;166;154;913;2144;495
cds2194;181;15;647;1371;246;208;1322;3406;861
cds2195-hypothetical-protein;350;42;838;1369;231;217;1253;2504;767
cds2196;52;6;157;179;45;39;156;328;124
cds2197-IS3-family-transposase;326;27;915;1702;288;368;1442;3054;1216
cds2198-Transposase;409;34;870;1347;208;237;1190;2186;943
cds2199-hypothetical-protein;226;23;608;975;227;251;819;1955;791
cds219-resolvase;163;18;434;594;197;135;683;1528;604
cds2200-nuclease;234;35;754;877;327;295;1301;3363;835
cds2201-hypothetical-protein;271;53;772;956;193;221;968;2216;720
cds2202;966;134;2404;3264;592;609;3115;6862;2103
cds2203-phytochelatin-synthase;216;14;745;977;220;216;955;2312;965
cds2204-cyclic-nucleotide-binding-domain-containing-protein;853;79;2651;4312;888;960;4849;10559;3125
cds2205-hypothetical-protein;122;14;309;348;75;89;357;595;375
cds2206-type-I-glyceraldehyde-3-phosphate-dehydrogenase;730;150;1873;2055;538;521;2263;5079;1863
cds2207-sodium/glutamate-symporter;443;39;1393;2343;449;439;2100;4924;1479
cds2208-amino-acid-ABC-transporter-substrate-binding-protein;523;127;1159;1320;230;283;1345;2858;1036
cds2209-hypothetical-protein;171;43;312;551;71;110;581;999;331
cds220-DUF3146-family-protein;190;13;425;560;133;143;710;1937;478
cds2210;127;22;313;447;146;129;654;1777;520
cds2211;177;27;338;585;92;112;481;1116;493
cds2212-hypothetical-protein;12769;1773;10173;1392;487;321;1459;3328;1102
cds2213-FAD-dependent-oxidoreductase;644;54;2025;3112;618;678;2769;7075;3023
cds2214-high-light-inducible-protein;162;38;384;835;172;142;901;1928;518
cds2215-hypothetical-protein;169;18;360;754;96;95;501;1310;454
cds2216;199;34;419;539;75;117;519;828;326
cds2217;117;7;426;721;120;120;737;1902;484
cds2218;180;23;389;584;171;151;846;2063;574
cds2219-hypothetical-protein;1064;138;3758;6096;1581;1499;6683;18013;5084
cds221-aminoacyl-tRNA-hydrolase;322;86;948;1144;300;300;1448;3142;1091
cds222;351;52;673;679;211;173;967;2544;481
cds2220-hypothetical-protein;615;111;2398;3215;958;900;3958;8869;2847
cds2221-acetyltransferase;64;7;141;274;52;83;254;564;184
cds2222-SDR-family-NAD(P)-dependent-oxidoreductase;222;34;632;1176;195;254;1009;2242;759
cds2223-hypothetical-protein;481;144;811;887;169;163;1075;2614;575
cds2224-RdgB/HAM1-family-non-canonical-purine-NTP-pyrophosphatase;195;31;707;887;217;214;965;2352;885
cds2225-hypothetical-protein;660;132;1079;1298;232;239;1136;2209;795
cds2226-hypothetical-protein;415;45;1032;1382;443;404;1390;4031;1330
cds2227-glyoxalase;196;30;781;869;259;261;1188;2925;890
cds2228-DUF2808-domain-containing-protein;255;46;851;1089;254;289;1267;2606;1128
cds2229-glutathione-S-transferase-family-protein;621;93;1697;2432;552;547;2641;5384;1707
cds2230-phycocyanin-subunit-beta;699;120;1200;1433;359;322;1573;3795;1020
cds2231;355;110;799;943;341;362;1114;2616;1004
cds2232;177;28;497;509;193;189;620;1506;578
cds2233-hypothetical-protein;177;23;594;859;196;166;636;1788;516
cds2234-hypothetical-protein;386;69;1309;1443;373;358;1728;4251;1359
cds2235-cell-death-suppressor-protein-Lls1;626;103;2258;2484;875;713;3575;8680;2456
cds2236-Y-family-DNA-polymerase;442;42;1521;2334;527;527;2442;6009;1637
cds2237-translesion-error-prone-DNA-polymerase-V-autoproteolytic-subunit;181;12;330;750;159;170;890;1826;699
cds2238-hypothetical-protein-WH5701_10634;306;59;835;1504;280;291;1392;3558;1011
cds2239-hypothetical-protein;143;16;388;586;129;140;546;1543;536
cds223-photosystem-II-reaction-center-protein-PsbH;358;94;623;636;213;179;960;2115;471
cds224;462;102;941;663;451;348;970;3592;629
cds2240;89;15;414;586;132;170;646;1359;664
cds2241;217;18;776;1073;248;277;909;1694;838
cds2242-hypothetical-protein;111;7;289;539;124;118;427;1011;524
cds2243-mechanosensitive-ion-channel-family-protein;2054;232;2518;2166;368;422;2395;5175;1132
cds2244;197;55;323;365;103;74;458;888;337
cds2245;888;203;2734;2664;931;805;3754;8785;2636
cds2246-DUF305-domain-containing-protein;261;53;718;1456;191;210;1201;2987;1060
cds2247-heavy-metal-responsive-transcriptional-regulator;142;21;429;715;125;127;610;1521;616
cds2248-AI-2E-family-transporter;690;99;1811;2190;474;506;2614;6988;1565
cds2249;109;5;388;681;96;74;689;1285;426
cds2250-lipase-family-protein;425;51;1010;1764;219;250;1540;3467;835
cds2251-DNA-binding-protein;155;33;478;649;149;162;783;1730;532
cds2252;53;5;183;253;72;52;397;902;234
cds2253;94;4;337;494;67;97;388;801;313
cds2254-photosystem-II-q(b)-protein;3299;796;3898;1861;711;505;2368;5482;1627
cds2255;176;30;307;529;141;80;610;1617;455
cds2256;222;102;613;344;112;89;376;620;335
cds2257-hypothetical-protein;181;45;409;520;184;262;553;1308;511
cds2258;290;37;905;1202;301;328;1364;2834;984
cds2259;100;13;440;582;121;100;670;1591;554
cds225-alpha-mannosidase;1082;140;3784;5445;1251;1275;5264;13608;4835
cds2260-serine-hydrolase;731;142;2509;3416;700;655;3613;8608;2716
cds2261-transglutaminase-family-protein;378;42;955;1485;263;305;1212;2674;962
cds2262;66;5;196;339;41;51;182;485;215
cds2263-FAD-binding-oxidoreductase;443;31;1387;2267;462;453;2420;5295;1827
cds2264;328;32;1176;1807;426;415;2311;5079;1499
cds2265;144;7;339;626;150;147;824;1539;743
cds2266;222;34;853;908;325;304;1545;3180;851
cds2267-hypothetical-protein;642;43;1702;2749;620;674;2789;6545;2432
cds2268;169;12;509;883;205;211;804;1760;643
cds2269-DUF547-domain-containing-protein;471;90;1266;1751;496;351;2706;5731;1433
cds226-MULTISPECIES:-photosystem-II-reaction-center-protein-I;209;31;495;337;120;104;549;1704;276
cds2270-glycosyltransferase;222;35;990;1345;301;286;1522;3412;1210
cds2271;104;12;248;334;78;102;498;856;359
cds2272-transposase;627;101;1308;1449;276;258;1125;2360;1005
cds2273-cation-translocating-P-type-ATPase;719;54;2202;4055;803;778;3856;8879;2853
cds2274-high-light-inducible-protein;138;15;303;532;116;111;551;1300;262
cds2275-hypothetical-protein-WH5701_11184;165;21;288;277;69;34;366;994;202
cds2276-high-light-inducible-protein;103;7;253;429;68;87;398;754;335
cds2277-sodium/hydrogen-exchanger;460;52;1681;2355;592;586;2703;6953;1915
cds2278;1212;206;1801;1051;173;156;922;1797;729
cds2279-response-regulator-transcription-factor;264;21;692;929;248;208;1079;2005;908
cds227-DUF3769-domain-containing-protein;1773;293;4933;6826;1637;1509;8121;20696;5849
cds2280-hypothetical-protein;836;117;1809;2576;422;450;2794;5748;1761
cds2281;449;31;879;1340;256;281;1705;4534;997
cds2282-flavodoxin-family-protein;604;155;1087;900;186;193;938;1815;660
cds2283;36;8;77;205;14;51;154;319;120
cds228-3-isopropylmalate-dehydratase-small-subunit;205;20;463;901;182;231;896;2040;741
cds2284;47;2;134;187;63;33;223;668;199
cds2285;148;23;485;402;92;84;474;826;310
cds2286-IS5-family-transposase;2650;273;2595;2377;333;402;2141;3737;1390
cds2287;8520;1266;7947;821;298;221;1032;2121;536
cds2288-hypothetical-protein;183;33;443;509;117;124;344;596;494
cds2289-DUF1311-domain-containing-protein;376;68;896;1020;247;300;1211;3310;801
cds2290-DUF3955-domain-containing-protein;136;22;279;461;64;98;418;1125;417
cds2291-hypothetical-protein-ER33_08625;407;52;1149;1285;375;350;1411;2959;1380
cds2292-copper-resistance-protein-CopD;164;17;541;881;214;209;953;2340;737
cds2293-alpha/beta-hydrolase;1492;381;2591;1887;461;377;2081;5735;1516
cds2294-hypothetical-protein;354;56;773;595;128;115;643;1758;396
cds2295-hypothetical-protein-WH5701_11124;127;16;276;465;69;79;571;918;431
cds2296-putative-transposase;58;6;165;496;57;74;353;420;288
cds2297;264;32;615;1244;207;218;1229;2766;895
cds2298;61;14;262;268;78;71;286;926;282
cds2299-histidine-phosphatase-family-protein;764;228;2073;1745;960;802;2765;7536;1779
cds229-isopropylmalate-isomerase-large-subunit;1152;245;2828;2622;677;616;2770;6503;2353
cds22-B12-binding-domain-containing-radical-SAM-protein;5807;980;6203;3199;766;751;3672;8088;1970
cds23;192;35;303;334;52;75;258;501;292
cds2300;93;14;413;449;102;120;507;1416;421
cds2301-cytochrome-P450;431;57;1562;2726;527;548;2704;7039;1898
cds2302;148;11;405;824;127;144;576;1715;563
cds2303;276;21;588;661;143;143;602;1960;429
cds2304-hypothetical-protein;757;156;2079;286;88;88;306;547;216
cds2305-GAF-domain-containing-protein;433;55;1057;1454;295;336;1724;4063;1130
cds2306;108;9;197;379;81;76;450;891;291
cds2307;7;0;72;124;14;25;140;276;90
cds2308-DUF839-domain-containing-protein;776;95;2647;4248;940;849;4301;10199;3179
cds2309;145;15;327;490;102;88;476;1072;387
cds230-competence/damage-inducible-protein-A;887;124;2431;3105;839;836;3397;7330;3325
cds2310;255;31;595;615;173;177;668;1475;565
cds2311-IS481-family-transposase;363;29;1153;1515;332;361;1585;4169;1325
cds2312;6733;821;8498;1574;432;579;1685;3825;844
cds2313;3184;295;4473;918;214;228;1040;2079;558
cds2314;472;74;1137;1722;257;341;1926;4241;1117
cds2315-DUF1214-domain-containing-protein;589;59;1421;2505;342;401;2162;4164;1506
cds2316-hypothetical-protein-C0629_15135;769;101;2524;3160;709;744;4208;9069;2562
cds2317;70;18;146;335;65;66;376;913;262
cds2318;482;72;1109;1311;572;486;2251;7214;1103
cds2319;94;12;257;363;52;59;327;614;203
cds231-undecaprenyl/decaprenyl-phosphate-alpha-N-acetylglucosaminyl-1-phosphate-transferase;519;83;1408;2126;492;505;2459;6334;1903
cds232;449;95;820;1034;288;282;1019;2666;825
cds2320-GRRM-system-radical-SAM/SPASM-domain-protein;966;171;2182;1977;340;329;2152;3694;1078
cds2321;749;298;1465;1025;253;239;1249;2704;593
cds2322-amino-acid-ABC-transporter-substrate-binding-protein;1394;477;3920;1700;418;359;2191;4263;1140
cds2323;960;120;2408;627;158;176;799;1498;439
cds2324;112;10;329;530;100;101;428;672;441
cds2325-IS110-family-transposase;363;26;979;1629;214;306;1375;2475;1148
cds2326;30;0;75;185;26;47;178;300;95
cds2327;84;12;278;491;85;95;574;931;283
cds2328;130;38;311;429;46;75;366;496;251
cds2329;955;191;2269;3603;678;742;4494;10955;2387
cds233;994;232;2058;2627;871;719;2784;7687;2170
cds2330;384;57;810;907;182;242;1007;1854;570
cds2331-HAMP-domain-containing-histidine-kinase;806;119;2781;3287;967;978;4096;8585;2770
cds2332-response-regulator-transcription-factor;267;30;688;948;223;265;785;1865;737
cds2333;504;56;1684;2694;494;505;2823;5844;1901
cds2334-IS3-family-transposase;312;12;928;1620;256;316;1387;2712;1123
cds2335;181;12;434;816;136;152;759;1229;590
cds2336;192;14;604;885;216;186;893;1650;897
cds2337;34;5;97;231;37;45;169;382;131
cds2338-ISAs1-family-transposase;150;7;373;872;116;153;620;1066;519
cds2339-ISAs1-family-transposase;351;34;987;1757;268;337;1587;3874;1336
cds2340-2OG-Fe(II)-oxygenase;17754;1410;13990;1411;745;529;2138;4285;771
cds2341;43;9;132;215;22;30;227;375;187
cds2342;1137;81;3526;4864;1223;1045;5232;10804;4227
cds2343-AAA-family-ATPase;292;27;1002;1730;309;318;1550;3589;1385
cds2344;399;41;718;935;189;213;1145;2549;782
cds2345;749;136;954;977;113;136;598;1268;605
cds2346-Transposase;416;94;1209;1230;534;382;1818;4664;1250
cds2347-transposase;313;26;1065;1879;408;376;1730;4200;1609
cds2348;231;39;866;1643;385;269;1967;4977;1012
cds2349;117;10;477;697;113;144;818;1777;544
cds234-hypothetical-protein;378;109;847;635;176;180;612;1680;770
cds2350;148;18;231;418;68;87;319;735;347
cds2351;634;57;1389;1074;336;245;1839;3526;766
cds2352;158;6;491;675;150;133;709;1805;410
cds2353-IS5-family-transposase;478;60;703;1153;136;193;820;1506;671
cds2354;82;5;268;611;50;88;489;773;385
cds2355-IS21-family-transposase;519;42;1675;2716;514;525;2598;6456;2258
cds2356;186;10;537;829;192;180;941;2187;770
cds2357;712;78;1774;2147;738;750;3131;5454;2444
cds2358;43;4;89;228;22;31;151;342;116
cds2359-hypothetical-protein;130;15;555;745;196;206;796;2224;576
cds235-DUF3181-family-protein;135;3;324;461;78;91;525;1220;383
cds2360;62;3;167;295;47;45;237;496;204
cds2361-hypothetical-protein;237;17;546;686;190;175;492;1062;579
cds2362-hypothetical-protein-ER33_15395;137;20;365;392;131;81;508;787;353
cds2363-hypothetical-protein;461;95;1568;2383;651;646;2396;5364;2051
